order_id,customer_id,product_id,quantity,unit_price,total_price,order_date,shipping_address,payment_method,status
656,258,133,21,783.94,9742.61,2020-09-15,10 Hudson Terrace,PayPal,pending
657,256,581,45,133.01,5696.21,2021-10-24,1 Del Mar Park,PayPal,delivered
658,837,110,50,263.45,7022.93,2022-07-16,1278 Marcy Lane,Apple Pay,shipped
659,660,152,98,848.96,5660.29,2022-09-16,48 Glacier Hill Drive,credit card,delivered
660,498,498,100,687.97,7937.77,2022-01-01,1 Karstens Plaza,credit card,shipped
661,164,797,10,855.2,9421.05,2021-11-16,70 Mayer Pass,credit card,shipped
662,235,871,53,212.17,8794.04,2021-09-20,04226 Fulton Parkway,credit card,pending
663,213,203,47,94.68,7970.9,2022-06-13,64 West Lane,PayPal,delivered
664,741,701,65,386.93,9008.17,2021-03-18,374 Cordelia Center,credit card,processing
665,550,232,24,106.38,1420.33,2021-03-02,933 Village Plaza,PayPal,pending
666,444,781,3,15.87,2164.68,2022-10-18,8386 Carey Alley,PayPal,processing
667,790,969,77,311.81,487.62,2021-02-12,61739 Kedzie Court,PayPal,processing
668,517,863,3,483.75,7667.11,2021-09-14,402 Killdeer Plaza,Apple Pay,pending
669,708,395,85,419.33,2740.98,2022-05-17,0637 Rowland Lane,credit card,processing
670,662,194,60,465.66,8217.72,2021-01-15,7 Northport Crossing,PayPal,shipped
671,317,769,95,460.72,8264.85,2021-11-01,514 North Park,credit card,pending
672,297,85,33,596.23,3332.18,2020-04-20,9768 Hanover Pass,PayPal,pending
673,132,949,36,36.05,6722.6,2022-01-28,04103 Village Green Park,Apple Pay,processing
674,756,980,53,923.83,9023.8,2020-05-06,42 Forest Dale Plaza,PayPal,shipped
675,609,547,64,53.19,3903.81,2022-11-10,19767 Eliot Crossing,Apple Pay,processing
676,767,804,67,801.36,3960.38,2020-01-16,5 Sunnyside Pass,credit card,pending
677,316,294,77,767.74,3813.44,2020-05-15,76277 Westport Park,Apple Pay,processing
678,354,864,30,14.05,5196.65,2021-08-31,61171 Twin Pines Circle,PayPal,shipped
679,633,385,5,616.53,6129.59,2020-06-30,5418 Sage Alley,PayPal,processing
680,666,200,52,869.47,2157.68,2021-06-18,78 Merrick Center,credit card,processing
681,447,411,6,150.8,9501.23,2020-11-10,827 Petterle Plaza,credit card,delivered
682,192,616,86,395.43,8667.5,2021-11-13,6 Chinook Plaza,PayPal,delivered
683,909,480,70,829.26,477.31,2021-02-23,80 Sutteridge Center,Apple Pay,pending
684,332,851,27,961.42,811.47,2020-07-06,085 Shasta Hill,PayPal,shipped
685,938,775,14,940.41,1300.34,2021-07-03,696 Oxford Lane,Apple Pay,delivered
686,227,500,81,507.38,2587.42,2021-09-18,752 Rowland Hill,Apple Pay,delivered
687,864,178,60,512.88,4735.41,2022-09-02,45 John Wall Circle,Apple Pay,delivered
688,610,47,81,418.92,6374.85,2022-12-13,3 Sherman Center,PayPal,pending
689,319,53,13,475.97,4744.02,2021-04-18,0176 Mayer Junction,Apple Pay,pending
690,709,1000,57,566.45,2782.94,2021-10-14,70362 Comanche Lane,Apple Pay,processing
691,228,554,14,898.48,2477.32,2020-11-01,1 Rockefeller Alley,Apple Pay,delivered
692,676,665,74,911.57,4250.71,2021-02-01,985 Rowland Crossing,credit card,processing
693,288,329,37,306.82,7972.78,2021-08-26,0 Iowa Park,Apple Pay,pending
694,111,163,42,623.9,8602.07,2021-05-28,2766 Dahle Parkway,Apple Pay,shipped
695,331,97,82,24.02,6111.15,2021-06-08,85 Westport Point,PayPal,delivered
696,308,681,54,538.87,2973.17,2021-10-25,709 High Crossing Drive,PayPal,pending
697,59,705,16,571.24,7615.71,2020-12-05,4 Barnett Street,Apple Pay,shipped
698,689,218,61,604.99,8702.21,2020-03-05,1579 Bunker Hill Street,Apple Pay,delivered
699,840,90,71,91.98,5817.28,2021-08-13,345 Loeprich Place,PayPal,shipped
700,245,972,27,172.06,2410.81,2020-11-11,153 Rockefeller Junction,credit card,shipped
701,99,93,59,137.81,17.04,2021-07-20,072 1st Terrace,Apple Pay,delivered
702,525,356,71,629.12,2421.56,2020-09-28,57779 Cascade Pass,credit card,shipped
703,605,453,69,4.11,912.76,2022-08-24,245 Bobwhite Way,Apple Pay,pending
704,382,643,76,260.11,258.62,2020-08-18,141 Mayfield Crossing,credit card,processing
705,64,817,48,966.76,7255.51,2022-03-24,26 Autumn Leaf Trail,Apple Pay,shipped
706,510,910,92,233.82,4851.06,2020-12-14,0 Ronald Regan Way,PayPal,delivered
707,985,597,9,665.45,2952.2,2020-07-22,06220 Eggendart Parkway,Apple Pay,delivered
708,287,595,58,683.08,2461.62,2022-12-12,1 High Crossing Terrace,Apple Pay,pending
709,456,725,47,315.1,9411.61,2021-10-05,746 Mallard Avenue,credit card,shipped
710,857,142,4,339.45,7434.29,2021-10-14,2880 Logan Plaza,Apple Pay,shipped
711,695,307,59,418.99,2030.24,2022-02-03,55 Ridgeway Pass,Apple Pay,processing
712,801,424,98,770.78,9138.48,2022-11-17,544 3rd Parkway,credit card,processing
713,755,573,5,806.05,8558.68,2022-07-17,367 Main Road,Apple Pay,processing
714,509,123,68,413.54,2284.53,2021-05-27,9 Oakridge Drive,Apple Pay,processing
715,252,750,78,622.17,3961.42,2020-12-31,68274 Spaight Road,PayPal,pending
716,834,694,72,536.44,6009.75,2022-09-08,4 Arrowood Park,Apple Pay,pending
717,238,190,39,524.34,5902.37,2022-07-15,47 Brown Pass,Apple Pay,delivered
718,436,865,44,517.46,6293.49,2021-07-04,822 Thackeray Park,PayPal,processing
719,21,247,7,397.57,7116.38,2022-08-09,41 Kropf Avenue,credit card,shipped
720,835,954,5,399.38,5423.2,2020-02-02,7 Little Fleur Road,PayPal,delivered
721,815,475,51,242.6,5327.18,2021-02-17,9482 Debra Place,PayPal,delivered
722,124,413,30,591.75,5538.84,2020-10-25,9606 Browning Place,PayPal,shipped
723,937,187,51,533.32,232.78,2022-01-26,4 Forster Street,credit card,pending
724,716,922,8,387.63,513.29,2022-11-05,97 Washington Trail,Apple Pay,shipped
725,188,709,79,383.68,775.37,2020-09-29,9 Nelson Way,PayPal,shipped
726,515,734,98,599.53,4835.72,2022-01-12,508 Sutteridge Court,credit card,processing
727,642,869,18,479.03,4806.06,2021-09-20,2485 Westend Point,credit card,pending
728,142,164,48,555.78,2691.31,2022-08-01,7896 Logan Crossing,credit card,pending
729,958,594,99,608.1,4677.36,2021-02-18,3 Onsgard Parkway,Apple Pay,processing
730,580,832,91,79.28,4813.12,2021-03-04,5334 Nancy Hill,PayPal,delivered
731,126,809,6,185.25,6786.6,2021-04-16,65 School Trail,Apple Pay,processing
732,155,76,69,844.0,8324.43,2022-09-26,210 Golf View Place,credit card,shipped
733,24,722,83,176.32,9012.64,2021-12-02,95 Stone Corner Avenue,credit card,pending
734,740,939,39,163.95,8124.12,2022-01-28,4 Sullivan Court,PayPal,delivered
735,924,322,78,942.1,7594.06,2020-01-13,29955 Bayside Trail,Apple Pay,processing
736,214,957,74,307.76,5304.35,2020-09-28,678 Shopko Junction,PayPal,processing
737,378,956,69,358.63,2399.39,2022-11-13,1 Express Center,PayPal,shipped
738,115,182,9,411.63,5449.57,2020-10-04,7451 Thackeray Court,credit card,delivered
739,842,578,17,670.07,2139.79,2021-02-02,3217 Hudson Road,PayPal,delivered
740,247,640,78,9.27,3169.73,2021-02-07,77 Graedel Circle,PayPal,delivered
741,391,541,41,766.73,7196.41,2020-10-04,49065 Everett Crossing,Apple Pay,pending
742,226,592,75,153.31,835.96,2022-03-25,36 Prairieview Parkway,Apple Pay,processing
743,714,486,87,90.11,5607.58,2021-05-16,49 Birchwood Crossing,PayPal,pending
744,548,298,43,5.83,5157.28,2020-11-04,8656 Donald Parkway,credit card,processing
745,530,599,58,612.42,1260.99,2020-12-21,7783 Vidon Way,credit card,delivered
746,202,179,15,853.0,6816.62,2020-08-12,5101 Sachtjen Way,Apple Pay,delivered
747,697,418,35,874.66,1509.09,2021-03-07,374 Hagan Hill,credit card,delivered
748,945,108,81,650.97,4534.45,2020-05-09,3 Cordelia Avenue,credit card,pending
749,339,363,21,233.76,9933.77,2020-12-02,02 Northwestern Park,credit card,pending
750,523,205,93,806.01,6457.15,2020-05-12,7 Clyde Gallagher Junction,credit card,processing
751,210,33,96,125.26,8738.71,2020-01-11,8551 Welch Point,Apple Pay,pending
752,772,846,3,418.28,8880.4,2020-08-09,479 Namekagon Point,Apple Pay,processing
753,721,884,15,273.48,235.79,2020-12-03,1749 Barby Parkway,PayPal,delivered
754,865,553,26,138.75,467.17,2020-01-27,7466 Anzinger Court,PayPal,pending
755,405,91,55,946.38,1135.35,2022-02-06,6116 Anthes Center,PayPal,pending
756,672,416,28,739.0,2822.69,2022-09-16,2151 Del Sol Point,Apple Pay,pending
757,543,825,83,53.54,5065.79,2022-12-25,2 Stone Corner Point,Apple Pay,pending
758,916,519,12,667.51,6410.04,2020-01-11,41011 Bonner Point,Apple Pay,processing
759,241,210,69,750.0,6559.44,2021-01-07,64 Eastwood Lane,credit card,shipped
760,807,973,49,580.27,9014.11,2020-07-26,11 Debs Drive,Apple Pay,processing
761,146,653,97,304.18,2715.82,2020-05-24,239 Rutledge Circle,Apple Pay,pending
762,36,219,24,71.08,5580.45,2021-12-25,7726 Elgar Circle,PayPal,delivered
763,464,34,50,345.98,5613.33,2021-07-17,85 Gina Terrace,Apple Pay,shipped
764,631,940,43,305.5,8589.0,2022-02-25,716 Lotheville Court,Apple Pay,shipped
765,437,172,45,848.25,7336.06,2022-07-10,97099 Walton Road,credit card,pending
766,167,912,4,313.66,9798.75,2022-09-06,703 Waxwing Way,Apple Pay,pending
767,424,462,6,357.14,7554.04,2021-11-08,5 Kedzie Point,Apple Pay,shipped
768,434,510,90,463.31,8140.63,2020-02-25,9 Rowland Road,Apple Pay,shipped
769,393,454,14,883.01,6357.94,2022-01-23,79407 American Ash Plaza,Apple Pay,shipped
770,683,937,40,790.79,7592.43,2021-12-02,3028 South Place,credit card,processing
771,668,251,39,633.15,7122.56,2020-09-11,3546 8th Circle,PayPal,shipped
772,6,771,78,720.22,6245.31,2022-06-19,7 Weeping Birch Center,credit card,pending
773,844,950,40,360.49,3096.11,2022-11-10,97982 Summit Crossing,credit card,delivered
774,860,106,89,457.66,7160.14,2022-07-31,27 Dorton Terrace,Apple Pay,processing
775,800,139,2,575.68,6478.23,2022-08-31,24534 Loomis Road,credit card,shipped
776,236,231,26,521.18,1363.19,2022-07-02,12 Mcbride Plaza,Apple Pay,pending
777,419,896,16,49.16,12.33,2020-10-02,78 Farwell Parkway,credit card,processing
778,11,790,65,821.99,2941.14,2021-02-08,84 Oxford Alley,PayPal,pending
779,634,279,10,950.86,478.17,2022-09-09,02557 Killdeer Point,credit card,pending
780,729,336,60,770.46,3707.94,2021-03-22,3 Sommers Road,credit card,shipped
781,347,287,85,431.22,4211.69,2021-10-25,5 Muir Drive,Apple Pay,pending
782,711,875,16,976.08,5231.48,2022-07-05,82989 Meadow Valley Center,Apple Pay,pending
783,52,276,36,844.24,5367.77,2020-07-03,680 Birchwood Way,Apple Pay,pending
784,182,656,72,345.16,3023.41,2022-08-15,539 Huxley Hill,PayPal,pending
785,346,610,10,406.88,3390.95,2021-07-29,43018 Gulseth Avenue,Apple Pay,pending
786,171,616,86,977.94,4024.1,2021-03-01,417 Union Drive,PayPal,shipped
787,258,37,6,364.42,8878.59,2020-09-04,40 Kensington Parkway,PayPal,pending
788,898,621,92,556.29,2046.75,2022-07-27,27102 Anniversary Circle,Apple Pay,delivered
789,994,972,89,360.34,509.35,2020-05-15,06 Kensington Crossing,credit card,delivered
790,839,543,76,459.33,9134.34,2020-09-19,6 Superior Road,PayPal,delivered
791,172,599,79,939.15,9955.7,2021-08-23,2098 Bluejay Hill,credit card,processing
792,838,831,69,17.44,8185.86,2021-01-16,59 Stoughton Park,Apple Pay,processing
793,279,243,71,837.11,8456.17,2021-07-22,27 Hollow Ridge Point,Apple Pay,delivered
794,116,3,17,450.37,9638.34,2020-01-15,78730 Blue Bill Park Way,credit card,pending
795,426,963,90,292.69,6196.81,2020-11-08,6080 Lawn Terrace,Apple Pay,pending
796,278,144,28,358.92,7210.13,2022-02-27,4771 Granby Hill,Apple Pay,pending
797,480,508,29,2.01,2125.91,2021-01-13,1 Luster Drive,PayPal,delivered
798,106,585,31,62.91,5750.93,2021-10-02,490 Waubesa Terrace,PayPal,delivered
799,844,609,41,369.47,8348.0,2022-08-15,220 Norway Maple Hill,credit card,delivered
800,562,910,32,899.97,9266.68,2021-07-18,48 Hooker Court,credit card,pending
801,460,305,36,79.66,5907.75,2022-09-15,96 Darwin Street,PayPal,shipped
802,737,466,81,234.23,2902.43,2020-01-26,7 Toban Place,Apple Pay,processing
803,309,622,33,139.28,9747.53,2021-07-09,8770 Victoria Hill,Apple Pay,shipped
804,859,143,74,332.02,4387.65,2020-08-30,00 Donald Crossing,credit card,delivered
805,707,253,79,674.49,5008.3,2021-08-20,75970 6th Crossing,credit card,delivered
806,356,765,44,617.9,5050.49,2020-07-15,1721 Stephen Place,credit card,shipped
807,359,336,48,942.35,5652.41,2021-06-22,0890 Buell Alley,PayPal,shipped
808,49,940,78,864.08,2020.26,2021-08-13,0 Vidon Alley,credit card,processing
809,366,872,81,39.26,6725.08,2021-10-07,2 Thackeray Drive,credit card,delivered
810,853,651,64,334.63,3736.69,2021-07-24,25 Green Avenue,Apple Pay,delivered
811,733,99,54,825.04,5572.67,2020-09-13,018 Washington Road,credit card,shipped
812,263,673,93,507.78,3934.41,2020-06-09,4657 Menomonie Center,credit card,shipped
813,466,425,20,526.06,9682.11,2021-02-07,616 Almo Drive,credit card,delivered
814,398,830,88,513.52,3815.81,2022-12-19,228 Raven Drive,credit card,pending
815,992,190,73,429.74,9099.23,2020-03-09,92397 Lawn Place,PayPal,pending
816,456,244,5,778.05,7569.3,2021-10-22,10 Springview Center,Apple Pay,shipped
817,750,1000,53,245.39,4538.61,2022-10-03,8929 Fordem Point,credit card,processing
818,534,547,46,778.45,4802.3,2021-11-24,599 Loftsgordon Junction,PayPal,processing
819,175,195,61,45.57,8608.99,2021-05-09,77119 Coolidge Hill,PayPal,pending
820,174,623,1,970.29,38.06,2021-12-03,9114 Gale Plaza,Apple Pay,processing
821,513,808,43,406.73,4418.93,2022-07-12,874 Moulton Road,credit card,pending
822,835,41,100,699.9,8353.37,2020-05-16,806 Farragut Court,credit card,delivered
823,131,433,62,944.84,2463.26,2022-11-28,5478 Shelley Avenue,Apple Pay,shipped
824,193,155,41,689.03,1367.41,2021-05-26,032 Merchant Avenue,Apple Pay,shipped
825,783,691,79,380.63,5681.89,2021-02-03,0988 Reinke Alley,PayPal,processing
826,802,300,76,324.88,765.4,2022-02-01,46218 Helena Pass,PayPal,delivered
827,693,766,6,90.84,3769.84,2022-08-21,355 Macpherson Trail,PayPal,delivered
828,111,927,57,903.3,7275.06,2021-02-04,94054 Jackson Way,PayPal,delivered
829,516,364,21,501.91,6228.58,2021-08-14,0 Arapahoe Lane,PayPal,shipped
830,165,644,57,193.27,3936.04,2022-05-19,603 Hayes Junction,credit card,shipped
831,875,768,49,826.08,7639.36,2022-09-03,4 Artisan Avenue,credit card,processing
832,847,942,86,725.08,7212.35,2022-01-15,38 Killdeer Park,PayPal,pending
833,762,654,59,92.2,9460.94,2021-03-24,37 Linden Way,credit card,processing
834,487,290,67,552.9,5223.37,2021-03-10,079 Westridge Terrace,PayPal,pending
835,265,121,64,3.17,7680.73,2022-11-08,563 Blaine Way,credit card,pending
836,215,349,75,662.59,904.22,2020-10-18,60 Larry Point,credit card,pending
837,589,281,95,131.2,9996.12,2022-12-17,490 Londonderry Circle,PayPal,shipped
838,772,287,53,940.76,5914.38,2021-06-27,31 Summer Ridge Circle,PayPal,processing
839,403,222,92,91.36,1813.36,2022-08-21,13 Fordem Alley,credit card,shipped
840,267,334,64,660.43,5598.27,2020-03-03,142 Meadow Vale Plaza,Apple Pay,pending
841,40,193,95,619.36,5915.48,2020-06-04,5560 New Castle Junction,credit card,processing
842,671,633,92,384.82,9118.2,2022-09-25,643 Laurel Point,credit card,delivered
843,260,439,6,344.85,1333.92,2022-10-13,7 Forest Run Terrace,Apple Pay,processing
844,967,762,15,447.88,4895.64,2021-01-08,0 Lakewood Gardens Drive,credit card,shipped
845,883,278,56,139.96,5406.67,2020-07-06,4183 Kipling Place,Apple Pay,delivered
846,239,509,3,524.89,5296.27,2022-04-01,65 Mccormick Place,Apple Pay,pending
847,628,318,98,587.65,4265.96,2021-09-06,62 Dakota Circle,Apple Pay,delivered
848,244,715,2,611.64,709.22,2020-10-05,2 Bellgrove Parkway,credit card,delivered
849,213,374,23,313.51,1597.53,2020-08-01,15208 Hanson Avenue,credit card,processing
850,746,167,36,353.21,7689.38,2021-06-23,82503 Jenna Place,Apple Pay,delivered
851,944,19,53,45.22,7705.47,2021-04-21,0478 Grover Trail,Apple Pay,processing
852,492,796,64,543.73,3834.46,2022-10-31,1 Valley Edge Park,PayPal,processing
853,600,21,97,655.59,3759.79,2021-11-30,9 Pawling Way,credit card,pending
854,442,365,97,498.39,149.7,2022-09-05,8 West Road,credit card,processing
855,857,902,47,978.62,3241.44,2022-10-04,8429 Havey Street,credit card,delivered
856,110,909,62,788.99,105.39,2020-03-28,2408 Eastwood Crossing,Apple Pay,processing
857,224,201,47,595.36,7453.09,2022-10-04,0 Northwestern Lane,PayPal,delivered
858,12,362,63,911.67,9381.17,2020-12-09,59432 Pleasure Point,Apple Pay,shipped
859,81,518,11,311.83,6379.5,2021-02-11,4 Pepper Wood Trail,credit card,delivered
860,317,283,100,996.6,9392.36,2020-07-30,33 Derek Hill,credit card,shipped
861,434,914,63,45.17,3721.31,2021-03-02,8532 Stuart Pass,PayPal,processing
862,146,455,59,480.39,3316.25,2020-04-04,2733 Barby Drive,Apple Pay,shipped
863,697,388,11,751.97,6740.82,2020-03-26,0 Birchwood Way,PayPal,pending
864,895,212,62,721.22,783.8,2022-12-25,8 Barby Avenue,Apple Pay,shipped
865,28,800,73,181.15,7417.81,2022-08-27,7387 Milwaukee Way,Apple Pay,processing
866,365,964,90,97.81,2444.94,2020-03-22,31519 Barnett Alley,credit card,delivered
867,980,126,54,462.54,9190.13,2021-08-18,2114 Sheridan Place,Apple Pay,shipped
868,35,120,39,662.84,4672.08,2022-12-04,0625 4th Center,credit card,pending
869,321,292,50,88.85,7020.7,2021-03-14,1687 7th Crossing,PayPal,delivered
870,630,353,65,391.34,690.88,2020-02-26,1220 Farwell Crossing,PayPal,delivered
871,743,576,39,787.79,8184.59,2020-01-06,178 Hintze Point,PayPal,shipped
872,624,515,93,865.05,3047.95,2022-05-04,136 Grasskamp Lane,credit card,processing
873,641,943,40,129.41,8781.03,2021-10-14,5057 Lien Hill,Apple Pay,pending
874,957,511,70,123.79,5631.69,2022-09-11,74 Bartillon Park,credit card,delivered
875,262,313,70,681.98,649.1,2020-08-14,7723 Starling Road,Apple Pay,shipped
876,684,462,75,606.64,3661.96,2022-06-29,392 Victoria Way,credit card,pending
877,913,567,33,378.78,9289.4,2020-06-28,3637 Crest Line Pass,credit card,shipped
878,864,533,47,947.99,2025.29,2021-08-01,52 Bultman Alley,PayPal,processing
879,159,732,94,812.8,8325.3,2020-12-28,0165 Commercial Hill,PayPal,pending
880,100,111,38,7.72,3774.92,2022-10-10,6170 Buena Vista Alley,Apple Pay,pending
881,57,231,96,910.51,2062.56,2021-12-11,3 Golf View Court,PayPal,pending
882,852,85,96,211.08,4617.54,2022-11-05,75051 Farwell Court,credit card,delivered
883,768,22,30,216.06,3265.6,2021-12-01,8 Maple Point,PayPal,pending
884,455,924,79,684.01,1434.19,2020-02-07,253 Shelley Plaza,PayPal,pending
885,149,479,39,939.5,1163.69,2021-09-14,95 Birchwood Plaza,PayPal,pending
886,903,973,40,442.57,5204.45,2020-12-17,8 Meadow Ridge Park,PayPal,pending
887,739,582,11,355.63,8109.61,2021-05-17,8922 Heath Park,credit card,processing
888,435,549,41,223.91,8921.39,2021-04-14,5 Bobwhite Street,PayPal,delivered
889,902,805,17,432.03,5711.76,2021-10-18,1566 International Parkway,credit card,delivered
890,182,802,93,184.72,318.62,2022-07-04,446 Bowman Hill,PayPal,delivered
891,53,605,65,863.41,2650.4,2021-10-27,79 Paget Avenue,credit card,processing
892,390,893,74,962.8,8384.36,2022-04-28,9643 Weeping Birch Alley,PayPal,shipped
893,228,655,83,903.05,7355.87,2020-06-24,63 Sugar Street,credit card,processing
894,490,550,57,619.68,5436.49,2021-08-24,73875 Randy Terrace,PayPal,delivered
895,191,699,93,991.33,5015.23,2021-06-24,0 Maple Terrace,PayPal,shipped
896,528,194,10,256.18,458.44,2020-11-02,1177 Anniversary Crossing,PayPal,delivered
897,424,881,18,656.33,7521.89,2021-11-24,866 Stone Corner Junction,PayPal,delivered
898,711,95,40,677.72,2515.41,2022-09-15,7 Declaration Street,PayPal,pending
899,64,119,69,24.64,4438.35,2020-12-07,847 Northland Lane,Apple Pay,delivered
900,257,517,61,509.86,7576.47,2022-07-10,6 High Crossing Alley,credit card,pending
901,708,746,49,389.23,2714.92,2020-12-15,8 Pankratz Terrace,Apple Pay,processing
902,291,695,91,906.5,6835.16,2020-08-02,85701 Service Circle,Apple Pay,delivered
903,163,932,25,543.22,7409.87,2022-03-23,06086 Graedel Junction,Apple Pay,shipped
904,890,749,22,302.89,8478.93,2022-03-10,135 Ridge Oak Place,PayPal,delivered
905,626,228,7,692.87,6579.83,2021-05-06,31002 John Wall Junction,credit card,pending
906,510,180,68,246.78,6330.23,2022-05-01,611 Delaware Lane,PayPal,pending
907,457,575,96,101.08,9077.87,2022-10-21,51223 Corry Way,Apple Pay,delivered
908,622,815,39,111.67,1817.01,2022-10-13,00388 Clove Plaza,credit card,processing
909,374,809,32,971.3,8013.9,2022-04-13,9232 Cordelia Court,PayPal,shipped
910,991,57,2,507.98,5208.52,2020-07-12,4 Elmside Park,PayPal,shipped
911,863,602,39,432.95,6036.5,2021-11-22,8 Service Hill,Apple Pay,shipped
912,268,465,77,553.32,144.03,2020-10-31,6 Bonner Lane,Apple Pay,processing
913,629,934,90,781.95,9203.12,2020-01-20,9336 Badeau Crossing,Apple Pay,delivered
914,310,889,29,72.67,2137.3,2021-06-12,4 Lakewood Gardens Drive,Apple Pay,pending
915,958,352,45,794.11,7636.85,2020-04-21,62591 Anderson Court,PayPal,pending
916,563,731,73,364.15,3152.47,2021-03-19,87222 Killdeer Hill,Apple Pay,processing
917,322,970,45,167.39,2185.23,2022-03-26,488 Evergreen Lane,credit card,pending
918,378,497,80,372.86,4337.35,2022-01-31,0929 Graceland Place,PayPal,processing
919,561,218,75,593.87,1397.66,2022-09-03,63067 Arrowood Drive,PayPal,processing
920,916,837,76,205.58,4718.74,2022-11-10,76255 8th Court,PayPal,delivered
921,202,801,13,410.65,4305.33,2022-06-01,019 Moulton Drive,credit card,processing
922,454,419,57,925.73,9348.32,2020-08-09,82 Hanover Plaza,credit card,processing
923,625,50,11,783.31,1007.95,2020-08-11,9258 Hoepker Place,PayPal,processing
924,982,332,25,933.24,3168.22,2020-04-25,1123 Blue Bill Park Point,PayPal,pending
925,642,237,36,10.16,6521.05,2020-11-08,9 Old Gate Point,PayPal,shipped
926,331,966,87,350.9,9471.31,2020-01-28,207 Dakota Hill,credit card,processing
927,735,55,92,241.72,6092.17,2020-10-05,61681 Melby Park,credit card,pending
928,377,381,69,433.83,379.82,2021-01-29,909 Melody Point,PayPal,delivered
929,82,97,39,752.26,7043.33,2021-08-25,882 Laurel Parkway,Apple Pay,shipped
930,934,249,21,346.32,2495.43,2022-04-04,68 Thierer Terrace,PayPal,delivered
931,605,698,71,676.99,5732.84,2020-09-13,876 Graceland Place,credit card,processing
932,834,569,48,267.75,4464.65,2020-06-17,12681 Melby Drive,credit card,pending
933,619,178,83,281.24,2093.89,2022-01-22,661 Cody Parkway,PayPal,processing
934,2,224,92,823.18,7420.72,2021-06-29,54 Almo Junction,credit card,delivered
935,938,925,77,68.56,940.88,2020-02-08,64010 Fisk Place,PayPal,delivered
936,339,446,91,490.38,7515.75,2020-10-05,6 Summer Ridge Alley,credit card,pending
937,245,888,29,925.57,9289.46,2022-04-04,95688 Iowa Lane,credit card,delivered
938,400,908,6,627.06,4661.1,2022-05-09,108 East Avenue,credit card,processing
939,705,296,34,227.31,263.91,2022-12-12,1366 Moose Junction,Apple Pay,shipped
940,831,684,11,334.49,500.62,2022-01-04,5062 Arrowood Parkway,credit card,shipped
941,301,54,26,187.36,8603.54,2022-02-13,241 Leroy Drive,Apple Pay,delivered
942,17,262,89,666.12,7084.28,2021-07-09,5 Blue Bill Park Hill,Apple Pay,shipped
943,741,641,88,962.15,2253.78,2022-09-22,4 Moose Parkway,PayPal,processing
944,891,532,64,91.68,6338.47,2021-08-27,2324 Victoria Lane,Apple Pay,shipped
945,698,546,81,515.71,227.53,2020-06-29,37 Saint Paul Center,PayPal,processing
946,981,853,26,395.64,2682.79,2020-09-09,05396 Del Mar Terrace,PayPal,delivered
947,800,375,31,437.79,6071.99,2021-03-14,6763 Glacier Hill Center,credit card,delivered
948,560,247,89,892.91,315.01,2020-03-22,83 Dawn Place,credit card,shipped
949,956,700,38,524.39,9833.85,2021-11-28,29933 Crownhardt Drive,credit card,delivered
950,527,595,62,355.6,8790.64,2020-04-25,3 Judy Point,PayPal,pending
951,825,350,57,685.19,4597.97,2022-05-24,61466 Coleman Point,credit card,processing
952,631,856,48,304.16,5468.28,2021-08-20,83 Hazelcrest Lane,credit card,pending
953,751,38,51,571.45,8469.77,2021-03-20,53 Boyd Trail,credit card,pending
954,294,414,18,149.81,4326.43,2022-05-03,5834 Ryan Point,PayPal,processing
955,41,759,14,583.73,514.97,2020-04-21,3885 Lakewood Hill,PayPal,shipped
956,340,20,19,784.77,2170.86,2022-02-12,3 Wayridge Parkway,PayPal,processing
957,571,917,46,184.11,3118.58,2020-04-24,383 Cody Street,credit card,shipped
958,968,652,74,845.11,7007.76,2021-11-27,5 Elgar Pass,credit card,processing
959,790,580,36,558.1,4518.11,2021-01-05,8 Blue Bill Park Avenue,Apple Pay,delivered
960,323,223,19,713.66,2346.1,2021-02-06,75 Transport Plaza,credit card,shipped
961,85,843,75,489.55,5044.13,2020-02-25,71 Dixon Pass,credit card,delivered
962,554,875,31,139.84,1515.55,2021-04-12,49382 Bunting Way,Apple Pay,processing
963,449,570,17,143.36,1909.4,2022-07-30,03294 Walton Park,PayPal,processing
964,368,683,59,449.21,9492.51,2022-12-18,80451 Scott Drive,PayPal,shipped
965,10,25,11,772.46,2863.4,2020-11-24,4293 Rutledge Center,credit card,pending
966,882,308,74,883.45,3392.89,2021-06-08,4 Springs Terrace,PayPal,pending
967,367,612,8,457.67,518.8,2021-04-04,6 Summerview Point,Apple Pay,shipped
968,616,461,96,151.71,6483.87,2022-09-27,1134 Elmside Junction,Apple Pay,delivered
969,695,441,32,127.76,9916.43,2021-11-11,5809 Montana Point,PayPal,pending
970,423,258,42,992.55,7562.43,2021-10-11,33 Bunker Hill Park,PayPal,processing
971,330,133,62,947.4,9532.13,2021-04-18,97431 7th Drive,PayPal,pending
972,848,291,18,692.78,4641.83,2021-10-07,29 Darwin Pass,credit card,shipped
973,461,721,10,899.33,9156.06,2022-09-01,8407 Mariners Cove Crossing,credit card,processing
974,198,98,27,324.09,9101.26,2022-07-03,777 Bashford Crossing,credit card,processing
975,930,288,72,931.11,6543.7,2021-08-09,44934 Carpenter Lane,PayPal,shipped
976,315,4,15,900.44,7956.06,2021-11-13,1243 5th Way,credit card,delivered
977,401,150,7,606.25,1576.7,2021-05-18,79409 Columbus Place,PayPal,pending
978,781,89,74,176.22,7744.87,2020-06-27,033 Buena Vista Road,credit card,pending
